citacao;ocorrencias;qtd_skills;skills
SUMULA VINCULANTE 53;5;1;base-rt-ajuizamento-vinculo-previdenciario
DECRETO 8424/2015;5;2;base-segurado-especial-autodeclaracao-arts-92-93-94, base-seguro-defeso-pescador-artesanal
RESP 1947404;5;3;base-segurado-especial-autodeclaracao-arts-92-93-94, precedentes-previdenciarios, segurado-especial-rural
SUMULA 45/TFR;5;2;base-servico-militar-obrigatorio, carta-servicos-inss
LEI 4375/1964;5;1;base-servico-militar-obrigatorio
RESP 1310034;5;1;base-tempo-especial-conversao
QO 55/TNU;5;2;base-tnu-admissibilidade-manual, pedilef-cotejo-analitico-tnu
QO 58/TNU;5;1;base-tnu-admissibilidade-manual
TEMA 1340/STJ;5;1;base-tru-trf3-sumulas-jurisprudencia
PEDILEF 0504017-94.2022.4.05.8400/;5;3;contribuicoes-complementacao-ec103, impugnacao-cumprimento-concomitantes, periodo-graca-qualidade-segurado
PROC 0504017-94.2022.4.05.8400;5;3;contribuicoes-complementacao-ec103, impugnacao-cumprimento-concomitantes, periodo-graca-qualidade-segurado
LEI 8036/1990;5;3;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios, ntep-nexo-acidentario
QO 26/TNU;5;1;pedilef-cotejo-analitico-tnu
QO 38/TNU;5;1;pedilef-cotejo-analitico-tnu
SUMULA 598/STJ;5;1;tributacao-beneficios-previdenciarios
IAC 5;4;3;base-aposentadoria-direito-adquirido, base-especial-vibracao, reafirmacao-der
TEMA 709/STJ;4;2;base-aposentadoria-especial-transicao-ec103, base-revisao-peticao-aprofundada
TEMA 660/STJ;4;1;base-auxilio-acidente-b94-pos-reforma
PROC 1013616-41.2026.8.26.0381;4;1;base-auxilio-acidente-b94-pos-reforma
RESP 1296673;4;2;base-b94-cessacao-acumulacao-vedacao, base-b94-integracao-salario-beneficio-tema862
TEMA 122/TNU;4;2;base-bpc-comprometimento-renda, base-precedentes-catalogo-vinculantes
TEMA 640/TNU;4;2;base-bpc-loas-requisitos, base-bpc-renda-per-capita-miserabilidade
TEMA 369/TNU;4;4;base-bpc-loas-requisitos, base-bpc-renda-per-capita-miserabilidade, base-portarias-dpmf-inss-hub, bpc-renda-grupo-familiar
TEMA 1034/STJ;4;2;base-bpc-pbf-anuencia-in54-2026, base-cadastro-domiciliar-cadunico-in21-2026
RESP 1401560;4;3;base-bpc-pbf-anuencia-in54-2026, base-cadastro-domiciliar-cadunico-in21-2026, base-devolucao-valores-irrepetibilidade-tema979-tema1034
RESP 1734974;4;3;base-bpc-pbf-anuencia-in54-2026, base-cadastro-domiciliar-cadunico-in21-2026, base-devolucao-valores-irrepetibilidade-tema979-tema1034
LEI 14600/2023;4;1;base-cadastro-domiciliar-cadunico-in21-2026
DECRETO 9723/2019;4;1;base-canais-falabr-corregedoria-cgu
PROC 0003547-33.2017.4.03.0000;4;3;base-canais-falabr-corregedoria-cgu, base-erro-administrativo-iea-13975, base-notificacao-extrajudicial-mapeamento-institucional
ENUNCIADO 6/CRPS;4;1;base-contagem-reciproca-rgps-rpps
DECRETO 10188/2019;4;1;base-contagem-reciproca-rgps-rpps
ENUNCIADO 63/FONAJEF;4;1;base-cpc-acao-rescisoria-previdenciaria
TEMA 313/STJ;4;1;base-cpc-tutela-provisoria-previdenciaria
TEMA 96/STJ;4;1;base-cumprimento-sentenca-rpv-precatorio
SUMULA 35/STF;4;1;base-devolucao-valores-irrepetibilidade-tema979-tema1034
SUMULA VINCULANTE 35;4;1;base-devolucao-valores-irrepetibilidade-tema979-tema1034
TEMA 692/STJ;4;2;base-devolucao-valores-irrepetibilidade-tema979-tema1034, base-precedentes-catalogo-vinculantes
SUMULA 267/STF;4;2;base-efeito-translativo-tema-1124-defesa, base-puil-pedilef-vedacao-materia-processual
PEDILEF 0136882;4;3;base-especial-agentes-quimicos, base-tolueno-tema-382-tnu-via-cutanea, tempo-especial-peticoes-por-rito
LEI 12740/2012;4;1;base-especial-eletricidade-periculosidade
PEDILEF 0000896-82.2018.4.01.3804/;4;1;base-especial-eletricidade-periculosidade
IN 99/2003;4;1;base-especial-ppp-mudanca-layout-historico
LEI 7394/1985;4;1;base-especial-radiacao-ionizante
DECRETO 2172/1997;4;3;base-especial-ruido, base-precedentes-catalogo-vinculantes, base-tempo-especial-conversao
RESP 1905830;4;3;base-fungibilidade-previdenciaria, base-segurado-especial-autodeclaracao-arts-92-93-94, tema-1124-instrucao-administrativa
DECRETO 62755/1968;4;2;base-legislacao-fontes-primarias, base-revisao-peticao-aprofundada
LEI 15415/2026;4;3;base-legislacao-fontes-primarias, base-recurso-crps-peca-enxuta, base-revisao-peticao-aprofundada
LEI 15363/2026;4;3;base-legislacao-fontes-primarias, base-recurso-crps-peca-enxuta, base-revisao-peticao-aprofundada
LEI 15249/2025;4;3;base-legislacao-fontes-primarias, base-recurso-crps-peca-enxuta, base-revisao-peticao-aprofundada
PORTARIA 33/2024;4;1;base-mpf-pfdc-prm-defesa-segurado
SUMULA 405/STF;4;2;base-ms-decadencia-omissao-demora, base-ms-liminar-art7-iii
LEI 12764/2012;4;3;analise-bpc-loas, aposentadoria-deficiencia, base-pcd-if-bra-metodologia
TEMA 148/TNU;4;2;base-pensao-por-morte-pos-reforma, pensao-por-morte
LEI 7853/1989;4;2;base-pfe-inss-anpd-dpu-conade, direitos-pcd-previdenciarios
TEMA 312/STF;4;3;base-portarias-dpmf-inss-hub, bpc-renda-grupo-familiar, precedentes-previdenciarios
TEMA 1105/STJ;4;3;base-precedentes-catalogo-vinculantes, honorarios-contrato-previdenciario, precedentes-previdenciarios
TEMA 1207/STJ;4;3;base-precedentes-catalogo-vinculantes, honorarios-contrato-previdenciario, precedentes-previdenciarios
PUIL 0000810-25.2020.4.03.6314;4;1;base-puil-pedilef-vedacao-materia-processual
PROC 0000810-25.2020.4.03.6314;4;1;base-puil-pedilef-vedacao-materia-processual
SUMULA 356/STF;4;2;base-revisao-peticao-aprofundada, base-tnu-admissibilidade-manual
RE 937595;4;2;base-revisao-teto-buraco-negro-verde, base-rubricas-pagamento-inss
TEMA 1117/STF;4;1;base-revisao-vida-toda-rvt
TEMA 1157/STF;4;1;base-revisao-vida-toda-rvt
RE 1276977;4;1;base-revisao-vida-toda-rvt
PORTARIA 154/2008;4;1;base-rpps-na-otica-do-rgps
LEI 12190/2010;4;1;base-rubricas-pagamento-inss
TEMA 149/TNU;4;1;base-salario-maternidade-pos-reforma
LEI 12873/2013;4;2;base-salario-maternidade-pos-reforma, carta-servicos-inss
SUMULA 30/TNU;4;3;base-segurado-especial-autodeclaracao-arts-92-93-94, precedentes-previdenciarios, segurado-especial-rural
PROC 1004356-32.2019.4.01.3802;4;1;base-tema383-tnu-fundacentro-epi-biologicos
QO 49/TNU;4;2;base-tnu-admissibilidade-manual, pedilef-cotejo-analitico-tnu
PROC 5001720-20.2024.4.04.7115;4;2;admissibilidade-barreiras-crps, mandado-seguranca-previdenciario
PUIL 5002615-35.2020.4.04.7207/;4;1;auxilio-acidente-b94
PROC 5002615-35.2020.4.04.7207;4;1;auxilio-acidente-b94
RESP 1352721;4;2;coisa-julgada-previdenciaria, segurado-especial-rural
TEMA 239/TNU;4;3;contribuicoes-complementacao-ec103, pensao-por-morte, periodo-graca-qualidade-segurado
RESP 1807665;4;2;execucao-cumprimento-previdenciario, lei-14128-covid-saude
LEI 9507/1997;4;1;formacao-documentacao-did-pcd
RESP 2039614;4;2;impugnacao-cumprimento-concomitantes, precedentes-previdenciarios
PROC 5001446-98.2024.4.04.7004;4;2;impugnacao-cumprimento-concomitantes, precedentes-previdenciarios
MP 1523/1996;4;1;indenizacao-contribuicoes-atraso
LC 128/2008;4;1;indenizacao-contribuicoes-atraso
DECRETO 20910/1932;4;1;lei-14128-covid-saude
SUMULA 168/STJ;4;1;pedilef-cotejo-analitico-tnu
ERESP 2103603;4;1;pensao-por-morte
PUIL 5001623-70.2022.4.02.5005/;4;2;precedentes-previdenciarios, reafirmacao-der
PROC 5001623-70.2022.4.02.5005;4;2;precedentes-previdenciarios, reafirmacao-der
PROC 0003337-85.2017.4.03.6303;4;2;precedentes-previdenciarios, reafirmacao-der
PUIL 5001623-70;4;1;reafirmacao-der
PORTARIA 1094/2022;4;1;segurado-especial-rural
TEMA 377/STF;3;1;base-acumulacao-beneficios-ec103-art24
TEMA 384/STF;3;1;base-acumulacao-beneficios-ec103-art24
SUMULA 45/TNU;3;1;base-aposentadoria-pcd-lc142
TEMA 216/TNU;3;2;base-aposentadoria-pcd-lc142, base-precedentes-catalogo-vinculantes
LEI 11419/2006;3;2;base-auxilio-acidente-b94-pos-reforma, base-documentos-comprobatorios-in128
MP 2200-2/2001;3;2;base-auxilio-acidente-b94-pos-reforma, base-documentos-comprobatorios-in128
LEI 10835/2004;3;1;base-bpc-loas-requisitos
PEDILEF 1005655-57.2022.4.01.3602/;3;2;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes
PROC 1005655-57.2022.4.01.3602;3;2;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes
PEDILEF 5001885-13.2023.4.04.7209/;3;3;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes, bpc-renda-grupo-familiar
PROC 5001885-13.2023.4.04.7209;3;3;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes, bpc-renda-grupo-familiar
DECRETO 7617/2011;3;1;base-bpc-loas-requisitos
DECRETO 9462/2018;3;1;base-bpc-loas-requisitos
TEMA 312/TNU;3;2;base-bpc-loas-requisitos, base-bpc-renda-per-capita-miserabilidade
LEI 89312/1984;3;1;base-contribuinte-em-dobro-lops-art9
DECRETO 89312;3;1;base-contribuinte-em-dobro-lops-art9
PROC 5000577-65.2021.4.04.7126;3;1;base-contribuinte-em-dobro-lops-art9
SUMULA 105/STJ;3;1;base-cpc-honorarios-sucumbencia-previdenciaria
TEMA 1044/STJ;3;2;base-cpc-prova-pericial-arts464-480, base-precedentes-catalogo-vinculantes
TEMA 1085/STJ;3;1;base-cpc-tutela-provisoria-previdenciaria
SUMULA 443/STJ;3;1;base-cumprimento-sentenca-rpv-precatorio
SUMULA 160/TFR;3;1;base-dano-moral-previdenciario
PEDILEF 5001032;3;2;base-especial-agentes-quimicos, base-tolueno-tema-382-tnu-via-cutanea
PEDILEF 0005459;3;2;auditoria-ppp, base-especial-ruido
LEI 12470/2011;3;1;base-facultativo-baixa-renda
PROC 5002876-10.2023.4.04.7202;3;3;base-facultativo-baixa-renda, base-incapacidade-b31-temporaria, base-precedentes-catalogo-vinculantes
RESP 1788404;3;2;aposentadoria-idade-hibrida, base-fungibilidade-previdenciaria
SUMULA 34/TNU;3;2;base-fungibilidade-previdenciaria, base-segurado-especial-autodeclaracao-arts-92-93-94
MP 739/2016;3;2;base-incapacidade-b91-permanente, periodo-graca-qualidade-segurado
TEMA 1086/STJ;3;1;base-jef-previdenciario
SUMULA 148/STJ;3;1;base-juros-correcao-monetaria
LC 230/2026;3;2;base-legislacao-fontes-primarias, base-revisao-peticao-aprofundada
EC 139/2026;3;2;base-legislacao-fontes-primarias, base-revisao-peticao-aprofundada
SUMULA 206/STJ;3;1;base-ms-competencia-autoridade-coatora-inss-crps
RESP 1529271;3;1;base-pcd-deficiencia-auditiva-visual
RESP 1857965;3;1;base-pcd-fibromialgia-lei15176
RESP 1652998;3;1;base-pcd-fibromialgia-lei15176
TEMA 7/TNU;3;2;base-pensao-por-morte-pos-reforma, pensao-por-morte
TEMA 32/TNU;3;2;base-pensao-por-morte-pos-reforma, pensao-por-morte
RE 477554;3;1;base-pensao-por-morte-uniao-estavel-prova
TEMA 378/TNU;3;2;base-peticao-paragrafo-de-realidade, base-precedentes-catalogo-vinculantes
SUMULA 80/TNU;3;2;analise-bpc-loas, base-peticao-paragrafo-de-realidade
PROC 5015397-63.2023.4.04.7112;3;3;base-peticao-previdenciaria-padrao-visual, peticao-previdenciaria, tema-1124-instrucao-administrativa
LC 80/1994;3;1;base-pfe-inss-anpd-dpu-conade
PORTARIA 994/2022;3;3;base-portarias-dpmf-inss-hub, base-revisao-peticao-aprofundada, base-rubricas-pagamento-inss
PORTARIA 6734/2020;3;2;base-portarias-dpmf-inss-hub, base-tema383-tnu-fundacentro-epi-biologicos
PORTARIA 1/2015;3;1;base-portarias-dpmf-inss-hub
PORTARIA 1005/2022;3;2;base-portarias-dpmf-inss-hub, contribuicoes-complementacao-ec103
PORTARIA 1251/2025;3;3;base-portarias-dpmf-inss-hub, base-segurado-especial-autodeclaracao-arts-92-93-94, inss-canais-atendimento
TEMA 554/STJ;3;2;base-precedentes-catalogo-vinculantes, segurado-especial-rural
TEMA 638/STJ;3;2;base-precedentes-catalogo-vinculantes, segurado-especial-rural
TEMA 1157/STJ;3;1;base-precedentes-catalogo-vinculantes
TEMA 1140/STJ;3;2;base-precedentes-catalogo-vinculantes, precedentes-previdenciarios
TEMA 1209/STF;3;2;base-precedentes-catalogo-vinculantes, precedentes-previdenciarios
TEMA 1370/STF;3;2;base-precedentes-catalogo-vinculantes, precedentes-previdenciarios
LEI 1569/1977;3;2;base-precedentes-catalogo-vinculantes, base-rt-ajuizamento-vinculo-previdenciario
DECRETO 1569/1977;3;2;base-precedentes-catalogo-vinculantes, base-rt-ajuizamento-vinculo-previdenciario
LEI 10839/2004;3;2;base-precedentes-catalogo-vinculantes, decadencia-revisao-previdenciaria
SUMULA 53/TNU;3;2;base-precedentes-catalogo-vinculantes, base-revisao-peticao-aprofundada
PEDILEF 0521830-35.2020.4.05.8100/;3;2;base-revisao-peticao-aprofundada, base-tnu-admissibilidade-manual
ENUNCIADO 12/CRPS;3;1;base-revisao-peticao-aprofundada
LEI 7604/1987;3;1;base-revisao-reajuste-ortn-otn
LEI 7730/1989;3;1;base-revisao-reajuste-ortn-otn
SUMULA 71/TFR;3;1;base-revisao-reajuste-ortn-otn
LEI 13105/2015;3;1;base-rito-ordinario-trf
MP 875/2019;3;1;base-rubricas-pagamento-inss
TEMA 20/STF;3;1;base-salario-contribuicao-limites
LEI 10101/2000;3;1;base-salario-contribuicao-limites
TEMA 985/STF;3;1;base-salario-contribuicao-limites
LEI 14442/2022;3;1;base-salario-familia-quota
LEI 14457/2022;3;1;base-salario-maternidade-pos-reforma
LEI 13134/2015;3;1;base-seguro-defeso-pescador-artesanal
DECRETO 57654/1966;3;1;base-servico-militar-obrigatorio
SUMULA 282/STF;3;1;base-tnu-admissibilidade-manual
PROC 5033738-70.2022.4.04.0000;3;1;base-tnu-admissibilidade-manual
SUMULA 79/TNU;3;2;analise-bpc-loas, base-tru-trf3-sumulas-jurisprudencia
LEI 12842/2013;3;1;base-validacao-formal-laudo-medico-checklist-ab
LEI 13977/2020;3;2;analise-bpc-loas, aposentadoria-deficiencia
RE 580963;3;2;analise-bpc-loas, bpc-renda-grupo-familiar
TEMA 168/TNU;3;2;aposentadoria-idade-hibrida, carta-servicos-inss
PROC 5038261-15.2015.4.04.7100;3;2;aposentadoria-idade-hibrida, indenizacao-contribuicoes-atraso
TEMA 1104/STF;3;2;aposentadoria-idade-hibrida, triagem-caso-novo
PUIL 5000733-56.2021.4.04.7222/;3;1;auxilio-acidente-b94
PROC 5000733-56.2021.4.04.7222;3;1;auxilio-acidente-b94
PUIL 5026380-43.2022.4.02.5001/;3;1;auxilio-acidente-b94
PROC 5026380-43.2022.4.02.5001;3;1;auxilio-acidente-b94
RESP 2077714;3;1;auxilio-acidente-b94
RESP 2199012;3;1;auxilio-acidente-b94
RESP 2217297;3;1;auxilio-acidente-b94
PROC 5013553-90.2021.4.03.6105;3;2;auxilio-acidente-b94, mandado-seguranca-previdenciario
PROC 5059859-24.2021.4.04.7000;3;2;auxilio-acidente-b94, mandado-seguranca-previdenciario
PROC 5029923-60.2025.4.04.0000;3;1;auxilio-acidente-b94
RESP 1958361;3;1;auxilio-reclusao-previdenciario
PORTARIA 1121/2023;3;2;cnis-acerto-indicadores, contribuicoes-complementacao-ec103
ARESP 2683132;3;1;coisa-julgada-previdenciaria
ARESP 1538872;3;1;coisa-julgada-previdenciaria
RE 586068;3;1;coisa-julgada-previdenciaria
PROC 5000078-47.2022.4.04.7126;3;2;contribuicoes-complementacao-ec103, periodo-graca-qualidade-segurado
PEDILEF 0002300-36.2024.4.05.8109/;3;3;contribuicoes-complementacao-ec103, pensao-por-morte, periodo-graca-qualidade-segurado
PROC 0002300-36.2024.4.05.8109;3;3;contribuicoes-complementacao-ec103, pensao-por-morte, periodo-graca-qualidade-segurado
LEI 8935/1994;3;1;contribuinte-individual-in128
RE 626489;3;1;decadencia-revisao-previdenciaria
LEI 14191/2021;3;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
LEI 8989/1995;3;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
LEI 8899/1994;3;2;deficiencia-auditiva-previdenciaria, direitos-pcd-previdenciarios
PROC 5023872-14.2017.4.04.0000;3;2;impugnacao-cumprimento-concomitantes, precedentes-previdenciarios
PROC 5005184-28.2022.4.04.0000;3;1;indenizacao-contribuicoes-atraso
PROC 5019303-10.2022.4.04.7205;3;1;indenizacao-contribuicoes-atraso
TEMA 192/TNU;3;1;indenizacao-contribuicoes-atraso
LEI 11350/2006;3;1;lei-14128-covid-saude
PROC 5014490-19.2020.4.03.0000;3;2;mandado-seguranca-previdenciario, ms-competencia-autoridade-coatora
TEMA 339/STJ;3;1;ntep-nexo-acidentario
QO 43/TNU;3;1;pedilef-cotejo-analitico-tnu
QO 50/TNU;3;1;pedilef-cotejo-analitico-tnu
TEMA 286/TNU;3;1;pensao-por-morte
TEMA 371/TNU;3;1;pensao-por-morte
PROC 5006152-98.2022.4.04.7100;3;1;pensao-por-morte
PEDILEF 0504229-18.2022.4.05.8400/;3;2;periodo-graca-qualidade-segurado, segurado-especial-rural
PROC 0504229-18.2022.4.05.8400;3;2;periodo-graca-qualidade-segurado, segurado-especial-rural
PROC 5007016-49.2019.4.03.6105;3;2;precedentes-previdenciarios, reafirmacao-der
PORTARIA 7/2020;3;1;segurado-especial-rural
RE 1525407;3;1;tributacao-beneficios-previdenciarios
RE 1469150;2;1;base-acumulacao-beneficios-ec103-art24
RE 602584;2;1;base-acumulacao-beneficios-ec103-art24
RE 612975;2;1;base-acumulacao-beneficios-ec103-art24
RE 602043;2;1;base-acumulacao-beneficios-ec103-art24
RE 658999;2;1;base-acumulacao-beneficios-ec103-art24
ARE 1587588;2;1;base-acumulacao-beneficios-ec103-art24
ARE 1475653;2;1;base-acumulacao-beneficios-ec103-art24
EC 47/2005;2;2;base-acumulacao-beneficios-ec103-art24, base-precedentes-catalogo-vinculantes
ADI 4827;2;1;base-aposentadoria-especial-transicao-ec103
TEMA 709/STF;2;2;base-aposentadoria-futura-pipeline, base-precedentes-catalogo-vinculantes
TEMA 249/TNU;2;1;base-aposentadoria-pcd-lc142
TEMA 641/TNU;2;1;base-aposentadoria-pcd-lc142
PUIL 5026380;2;2;auxilio-acidente-b94, base-auxilio-acidente-b94-pos-reforma
PORTARIA 28/2024;2;1;base-bpc-comprometimento-renda
PORTARIA 94/2024;2;1;base-bpc-comprometimento-renda
PEDILEF 0000020-09.3808.7.01.3419/;2;2;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes
PEDILEF 0003636-52.2018.4.01.3306/;2;2;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes
PROC 0000020-09.3808.7.01.3419;2;2;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes
PROC 0003636-52.2018.4.01.3306;2;2;base-bpc-loas-requisitos, base-precedentes-catalogo-vinculantes
LEI 13982/2020;2;2;base-bpc-pbf-anuencia-in54-2026, base-bpc-renda-per-capita-miserabilidade
DECRETO 11392/2023;2;1;base-cadastro-domiciliar-cadunico-in21-2026
LEI 13869/2019;2;1;base-cadastro-domiciliar-cadunico-in21-2026
TEMA 999/STJ;2;2;base-calculo-rmi-ec103, base-revisao-atividades-concomitantes-tema1070
PORTARIA 22/2022;2;1;base-carencia-por-especie-art27a
LC 123;2;1;base-cnis-acerto-indicadores
PORTARIA 998/2022;2;1;base-contagem-reciproca-rgps-rpps
PORTARIA 1250/2024;2;1;base-contagem-reciproca-rgps-rpps
RESP 1704520;2;1;base-cpc-agravo-instrumento-art1015
SUMULA 284/STF;2;1;base-cpc-coisa-julgada-progressiva
SUMULA 150/STF;2;1;base-cpc-prescricao-decadencia-processual
DECRETO 20910;2;1;base-cpc-prescricao-decadencia-processual
PORTARIA 116/2017;2;2;base-crps-panorama-geral, mandado-seguranca-previdenciario
TEMA 372/STJ;2;1;base-dano-moral-previdenciario
SUMULA 326/STJ;2;1;base-dano-moral-previdenciario
PORTARIA 1318/2025;2;2;base-erro-administrativo-iea-13975, base-notificacao-extrajudicial-mapeamento-institucional
PEDILEF 5001032-41.2022.4.04.7014/;2;2;auditoria-ppp, base-especial-agentes-quimicos
PROC 5001032-41.2022.4.04.7014;2;2;auditoria-ppp, base-especial-agentes-quimicos
LEI 12009/2009;2;1;base-especial-periculosidade-motociclista-nr16-anexov
PUIL 5002876-10.2023.4.04.7202/;2;2;base-facultativo-baixa-renda, base-incapacidade-b31-temporaria
RESP 1767789;2;1;base-fungibilidade-previdenciaria
RESP 1803154;2;1;base-fungibilidade-previdenciaria
PEDILEF 0501880-97.2015.4.01.3507/;2;1;base-fungibilidade-previdenciaria
PROC 0501880-97.2015.4.01.3507;2;1;base-fungibilidade-previdenciaria
RESP 824075;2;1;base-fungibilidade-previdenciaria
ENUNCIADO 95/FONAJEF;2;2;base-jef-previdenciario, base-recursos-jef
SUMULA 362/STJ;2;1;base-juros-correcao-monetaria
PORTARIA 235/2026;2;1;base-legislacao-fontes-primarias
PROC 5021710-82.2014.4.04.7200;2;2;base-ms-cabimento-direito-liquido-certo, base-precedentes-catalogo-vinculantes
PROC 5012265-04.2020.4.03.6183;2;2;base-ms-cabimento-direito-liquido-certo, base-precedentes-catalogo-vinculantes
DECRETO 5296;2;1;base-pcd-deficiencia-auditiva-visual
TEMA 732/STJ;2;2;base-pensao-por-morte-pos-reforma, base-precedentes-catalogo-vinculantes
TEMA 732/STF;2;1;base-pensao-por-morte-pos-reforma
TEMA 304/TNU;2;1;base-pensao-por-morte-uniao-estavel-prova
LEI 13853/2019;2;1;base-pfe-inss-anpd-dpu-conade
DECRETO 11348/2023;2;1;base-pfe-inss-anpd-dpu-conade
LC 73;2;1;base-pfe-inss-anpd-dpu-conade
PORTARIA 993/2022;2;2;base-portarias-dpmf-inss-hub, base-revisao-peticao-aprofundada
PORTARIA 995/2022;2;2;base-portarias-dpmf-inss-hub, base-revisao-peticao-aprofundada
ENUNCIADO 10/CRPS;2;1;base-precedentes-catalogo-vinculantes
TEMA 164/TNU;2;1;base-precedentes-catalogo-vinculantes
TEMA 1307/STJ;2;1;base-precedentes-catalogo-vinculantes
TEMA 1220/STJ;2;1;base-precedentes-catalogo-vinculantes
TEMA 1321/STJ;2;1;base-precedentes-catalogo-vinculantes
TEMA 1328/STJ;2;1;base-precedentes-catalogo-vinculantes
TEMA 1341/STJ;2;1;base-precedentes-catalogo-vinculantes
TEMA 1271/STF;2;1;base-precedentes-catalogo-vinculantes
TEMA 1298/STF;2;1;base-precedentes-catalogo-vinculantes
TEMA 1353/STF;2;1;base-precedentes-catalogo-vinculantes
TEMA 338/TNU;2;1;base-precedentes-catalogo-vinculantes
TEMA 145/TNU;2;1;base-precedentes-catalogo-vinculantes
SUMULA 52/TNU;2;2;base-precedentes-catalogo-vinculantes, pensao-por-morte
MP 767/2017;2;2;base-precedentes-catalogo-vinculantes, periodo-graca-qualidade-segurado
TEMA 1188/STF;2;2;base-reclamatoria-trabalhista-prova-previdenciaria, base-rt-ajuizamento-vinculo-previdenciario
SUMULA 443/STF;2;1;base-revisao-reajuste-ortn-otn
RE 1054232;2;1;base-revisao-teto-buraco-negro-verde
RESP 1554596;2;1;base-revisao-teto-buraco-negro-verde
ADI 2110;2;1;base-revisao-vida-toda-rvt
ADI 2111;2;1;base-revisao-vida-toda-rvt
TEMA 1054/STF;2;1;base-rpps-na-otica-do-rgps
LEI 13149/2015;2;2;base-rt-ajuizamento-vinculo-previdenciario, tributacao-beneficios-previdenciarios
LEI 13638/2018;2;1;base-rubricas-pagamento-inss
LEI 7418/1985;2;1;base-salario-contribuicao-limites
LEI 11770/2008;2;1;base-salario-maternidade-pos-reforma
TEMA 161/STF;2;1;base-salario-maternidade-pos-reforma
RE 778889;2;1;base-salario-maternidade-pos-reforma
RESP 1348633;2;1;base-segurado-especial-autodeclaracao-arts-92-93-94
RE 664335;2;2;base-tema383-tnu-fundacentro-epi-biologicos, documentos-comprobatorios-in128
SUMULA 22/TNU;2;1;base-termo-inicial-dib-por-especie
SUMULA 283/STF;2;1;base-tnu-admissibilidade-manual
PEDILEF 0525622-02.2017.4.05.8100;2;1;base-tnu-admissibilidade-manual
PROC 0525622-02.2017.4.05.8100;2;1;base-tnu-admissibilidade-manual
PROC 5000020-20.2024.4.90.0000;2;1;base-tnu-admissibilidade-manual
PROC 5000018-50.2024.4.90.0000;2;1;base-tnu-admissibilidade-manual
PROC 5000041-93.2024.4.90.0000;2;1;base-tnu-admissibilidade-manual
PROC 5000032-34.2024.4.90.0000;2;1;base-tnu-admissibilidade-manual
PROC 0001361-68.2017.4.03.6327;2;1;base-tnu-admissibilidade-manual
PROC 5001931-18.2022.4.04.7118;2;1;base-tnu-admissibilidade-manual
PROC 5001345-16.2019.4.04.7108;2;1;base-tnu-admissibilidade-manual
PROC 5000017-31.2025.4.90.0000;2;1;base-tnu-admissibilidade-manual
PUIL 5012678-29.2017.4.04.7000/;2;1;base-tolueno-tema-382-tnu-via-cutanea
PROC 5012678-29.2017.4.04.7000;2;1;base-tolueno-tema-382-tnu-via-cutanea
PEDILEF 0136882-37.2014.4.05.8300/;2;1;base-tolueno-tema-382-tnu-via-cutanea
PEDILEF 5001032-25.2014.4.04.7204/;2;1;base-tolueno-tema-382-tnu-via-cutanea
PROC 0136882-37.2014.4.05.8300;2;1;base-tolueno-tema-382-tnu-via-cutanea
PROC 5001032-25.2014.4.04.7204;2;1;base-tolueno-tema-382-tnu-via-cutanea
LEI 8620/1993;2;1;base-tru-trf3-sumulas-jurisprudencia
TEMA 299/TNU;2;1;analise-bpc-loas
PORTARIA 490/2026;2;1;analise-documental-incapacidade
RE 1281909;2;1;aposentadoria-idade-hibrida
PEDILEF 0001508-25.2020.4.01.3500;2;2;aposentadoria-idade-hibrida, indenizacao-contribuicoes-atraso
PROC 0001508-25.2020.4.01.3500;2;2;aposentadoria-idade-hibrida, indenizacao-contribuicoes-atraso
DECRETO 12773/2025;2;1;aposentadoria-professor-rgps
RESP 2163429;2;2;auditoria-ppp, defesa-probatoria-especial
PROC 0004352-48.2025.4.05.0000;2;1;auxilio-acidente-b94
PROC 5007232-91.2024.4.03.6183;2;1;auxilio-acidente-b94
PROC 0520365-59.2018.4.05.8100;2;1;auxilio-acidente-b94
PROC 5044350-33.2023.4.04.0000;2;2;auxilio-reclusao-previdenciario, pensao-por-morte
RESP 1485417;2;1;auxilio-reclusao-previdenciario
PUIL 5000345-04.2021.4.04.7013/;2;1;auxilio-reclusao-previdenciario
PROC 5000345-04.2021.4.04.7013;2;1;auxilio-reclusao-previdenciario
PROC 5003395-11.2020.4.04.7001;2;1;auxilio-reclusao-previdenciario
RE 587365;2;1;auxilio-reclusao-previdenciario
PROC 1012773-27.2023.4.06.9999;2;1;auxilio-reclusao-previdenciario
PROC 0800250-80.2024.4.05.8504;2;1;bpc-renda-grupo-familiar
PROC 5003609-92.2021.4.04.9999;2;1;coisa-julgada-previdenciaria
RESP 2058878;2;1;coisa-julgada-previdenciaria
ARESP 2729056;2;1;coisa-julgada-previdenciaria
